CustomerActionDateTimeUtc;CustomerActionCustomerIdsCustomerID;CustomerActionOrderTotalPrice;CustomerActionOrderIdsBackofficeID
11.07.2021 19:07;226129;3186;94125655
11.07.2021 15:42;226879;3106;94091228
10.07.2021 6:12;226885;1453;94105383
10.07.2021 6:09;226885;5371;94044543
09.07.2021 7:19;227491;1695;94083977
10.07.2021 9:55;227491;2728;94042370
11.07.2021 12:01;227625;5679;94058208
11.07.2021 19:05;227801;3694;94127553
10.07.2021 12:07;228845;5280;94093164
10.07.2021 13:42;230972;6063;94050816
10.07.2021 13:36;231777;8370;94102771
11.07.2021 15:06;232015;3184;94089899
10.07.2021 7:35;232331;4135;94095557
11.07.2021 7:46;233890;2447;94106545
10.07.2021 16:30;234489;7758;94097873
11.07.2021 20:40;235774;3692;94132019
10.07.2021 10:13;236470;6090;94097298
11.07.2021 17:06;238144;2099;94130111
11.07.2021 12:12;238597;4960;94115133
11.07.2021 9:10;239333;11558;94121221
11.07.2021 15:23;239756;7913;94118973
10.07.2021 9:07;239764;2167;94095563
10.07.2021 12:17;239973;5159;94103063
09.07.2021 16:09;241821;3671;94091451
11.07.2021 16:49;241851;6105;93626929
11.07.2021 16:53;241988;4396;93859141
10.07.2021 14:30;242023;2601;94102706
09.07.2021 11:04;242043;1156;94071660
11.07.2021 17:27;242043;1256;94127673
11.07.2021 13:27;242913;5291;94125709
11.07.2021 6:03;243203;2466;94117830
11.07.2021 17:56;243770;3500;94118733
11.07.2021 14:15;244343;3042;94121445
11.07.2021 17:31;245224;6845;94110298
09.07.2021 13:07;246973;2812;94051592
09.07.2021 17:32;248092;10519;93977527
11.07.2021 4:36;248895;2179;94119623
11.07.2021 13:14;248916;14802;94079180
10.07.2021 5:42;249562;5051;94099201
11.07.2021 6:00;249605;11091;94112334
09.07.2021 15:57;249864;3836;94094882
10.07.2021 10:21;250246;3839;94078516
11.07.2021 11:08;250680;2159;94020167
10.07.2021 9:24;250799;5743;94098694
11.07.2021 14:27;251286;7091;94126787
10.07.2021 13:52;251334;2007;94104996
10.07.2021 8:46;251352;2598;94027722
10.07.2021 16:27;251768;4574;94067132
10.07.2021 6:53;252734;5632;93666141
10.07.2021 9:59;254209;1594;94102464
10.07.2021 17:16;254303;4800;94099901
10.07.2021 9:06;254303;5483;94099438
11.07.2021 11:25;254704;6371;93976859
10.07.2021 14:48;254892;3068;94104990
10.07.2021 14:06;254946;9396;94100626
10.07.2021 16:15;255032;2828;94094453
11.07.2021 18:42;255244;4815;93671579
10.07.2021 11:39;255290;4242;94095685
09.07.2021 15:49;256085;4848;94074544
11.07.2021 11:42;256794;4086;94082479
10.07.2021 11:00;257163;8583;93785246
10.07.2021 7:16;258580;3986;94103162
11.07.2021 19:55;258904;6913;94125833
11.07.2021 11:23;260189;5560;94016439
09.07.2021 19:21;261520;3171;94043832
11.07.2021 6:36;261692;4850;94099522
10.07.2021 10:17;261693;6746;94103326
11.07.2021 18:33;263065;7416;94122551
10.07.2021 18:28;264239;9793;94108833
11.07.2021 13:07;264386;3057;94055142
11.07.2021 12:38;264544;6026;94065637
11.07.2021 17:17;264637;9089;94127257
10.07.2021 17:45;264705;4087;94110163
09.07.2021 19:48;265364;4302;93873414
11.07.2021 15:40;265384;4982;94084012
10.07.2021 15:54;265724;4496;94109665
11.07.2021 9:00;265734;2506;93753349
10.07.2021 18:04;265789;5371;94114374
11.07.2021 9:47;266705;5306;94118572
09.07.2021 15:26;267497;5459;93909735
10.07.2021 20:30;267962;3944;94112819
11.07.2021 10:23;267999;7346;93998836
10.07.2021 10:37;269707;6139;94101289
09.07.2021 20:42;270060;3703;93930976
09.07.2021 13:16;270351;4890;94054071
11.07.2021 14:36;270515;4543;94128220
10.07.2021 5:38;270570;3018;94089928
10.07.2021 10:08;270969;5824;94080701
11.07.2021 15:01;271460;4403;94014017
10.07.2021 18:18;272168;2172;94090408
11.07.2021 5:15;273061;4174;94114863
11.07.2021 10:58;273832;5898;94007903
10.07.2021 11:57;273838;4552;94092724
10.07.2021 15:51;273988;4705;94103827
09.07.2021 18:33;274394;4559;94094981
10.07.2021 7:59;274621;4154;94101157
10.07.2021 12:27;274961;5115;93871930
10.07.2021 9:00;276344;3258;94091088
11.07.2021 5:35;276500;3984;94112949
10.07.2021 11:22;276591;5671;93844867
09.07.2021 15:14;278721;5150;94080650
11.07.2021 17:11;278851;5303;94123483
11.07.2021 3:52;279436;6074;94121027
11.07.2021 14:12;279943;2711;94126623
11.07.2021 20:06;280091;6714;93641669
11.07.2021 19:25;280788;2393;94114833
09.07.2021 21:23;281195;3109;94084108
11.07.2021 7:10;281522;5556;94095778
10.07.2021 17:35;282150;6360;94109499
10.07.2021 11:38;282215;4821;94104052
11.07.2021 11:22;282550;5495;94108435
10.07.2021 5:46;283894;2694;93947474
09.07.2021 17:36;284431;6571;94094251
11.07.2021 18:46;284583;5179;94105151
10.07.2021 8:58;284893;2013;94101298
09.07.2021 15:28;286341;3408;94089824
10.07.2021 12:33;286770;4091;94108187
11.07.2021 9:50;287262;5313;94068922
11.07.2021 11:29;287462;6486;94119592
10.07.2021 14:48;287935;3988;94103611
10.07.2021 9:30;287949;4832;93993712
10.07.2021 8:43;288823;5736;94068710
10.07.2021 12:27;288871;5881;94106103
10.07.2021 8:01;288927;10631;94090791
11.07.2021 17:11;288932;9409;94131271
10.07.2021 14:43;288960;10130;94104764
11.07.2021 7:14;290112;4396;94110496
11.07.2021 20:39;291192;6876;94133521
11.07.2021 14:49;291910;8083;94126303
10.07.2021 6:51;292415;2087;93937214
11.07.2021 14:17;293653;4037;94120555
11.07.2021 15:18;294025;9043;94088256
09.07.2021 15:51;294042;3469;94084140
11.07.2021 7:59;295346;9580;94116712
11.07.2021 12:59;296464;2780;94120793
10.07.2021 9:52;298118;2282;94090156
10.07.2021 21:06;300676;2502;93601049
10.07.2021 18:39;302251;6088;94116184
09.07.2021 17:05;302935;17018;94091526
11.07.2021 12:58;304003;4824;94032389
11.07.2021 8:51;305086;2164;93858422
11.07.2021 19:33;305350;3240;94122823
11.07.2021 13:53;305535;2050;94120544
11.07.2021 14:49;305751;9197;93990649
11.07.2021 12:57;306141;2023;94122083
09.07.2021 16:23;306176;6424;94097525
11.07.2021 18:24;306960;1757;94128445
11.07.2021 9:26;307014;1194;94079382
10.07.2021 8:54;307415;6825;94061852
11.07.2021 4:33;308430;8378;94115505
09.07.2021 15:06;308580;4318;93932981
10.07.2021 17:14;308934;6967;94113325
09.07.2021 19:12;309165;2263;94087401
11.07.2021 17:09;309272;6100;94126635
10.07.2021 11:22;310416;5754;93723140
11.07.2021 9:35;312210;6646;94003136
10.07.2021 15:37;312258;11296;93926307
10.07.2021 18:46;312270;4986;94108632
09.07.2021 16:42;312381;3912;94087146
10.07.2021 9:06;312761;2927;94105772
11.07.2021 7:30;312966;6075;94118925
11.07.2021 16:33;313529;1664;94091951
11.07.2021 7:10;314207;5939;94121627
10.07.2021 15:04;314437;4856;94105720
11.07.2021 15:34;314561;6185;94125760
10.07.2021 9:01;314761;5404;94094358
11.07.2021 15:58;315779;4661;94099025
10.07.2021 14:31;315825;6126;94109035
11.07.2021 13:42;316816;2388;93792587
10.07.2021 17:02;316905;9171;94108621
10.07.2021 7:14;316967;4746;94033502
10.07.2021 13:27;317072;5188;94036251
10.07.2021 8:21;317131;3107;94029140
10.07.2021 15:29;317256;6825;94110985
11.07.2021 10:05;317324;7363;94110885
10.07.2021 14:39;317551;4947;94107168
09.07.2021 14:11;318821;4997;94043454
10.07.2021 12:23;319027;4302;93952986
11.07.2021 20:57;319077;3201;94122477
09.07.2021 21:13;319739;4359;94089328
11.07.2021 13:25;319987;6074;94124643
11.07.2021 9:22;320674;3960;94118827
10.07.2021 5:26;320717;3678;94090935
10.07.2021 14:42;320845;7913;93972605
10.07.2021 8:37;320931;5688;93976668
11.07.2021 20:15;321005;3232;94125698
10.07.2021 17:30;321364;13930;94113582
10.07.2021 7:18;322088;6431;94068677
10.07.2021 14:59;322355;4193;93847917
11.07.2021 13:49;322662;8329;94124740
11.07.2021 6:42;323028;8435;94117327
11.07.2021 7:17;323149;5132;93687266
10.07.2021 7:38;323188;3177;94087114
11.07.2021 19:49;323243;14973;93942616
11.07.2021 18:22;323688;12367;94114326
11.07.2021 11:49;324043;5099;94004729
11.07.2021 19:01;324397;6682;93553580
11.07.2021 16:35;325761;6708;94127034
11.07.2021 11:36;326786;5686;93787937
11.07.2021 15:54;326963;9653;94122986
10.07.2021 16:20;327394;5832;94109711
11.07.2021 7:47;327946;3293;94120150
11.07.2021 9:36;328013;5444;94018374
11.07.2021 14:06;328058;10500;94023378
11.07.2021 16:14;328097;4812;93844125
11.07.2021 13:30;329050;1157;94119766
11.07.2021 14:22;329254;3585;94126574
11.07.2021 16:07;329805;4602;94017758
10.07.2021 7:02;330063;5530;94090879
11.07.2021 9:21;330285;7837;93989317
11.07.2021 8:48;331067;4317;93995885
11.07.2021 15:16;331265;5201;93859833
10.07.2021 7:45;332483;3127;94019517
10.07.2021 8:08;332844;5250;94094417
09.07.2021 13:10;333139;5103;94000448
11.07.2021 5:37;333157;4781;94097304
11.07.2021 11:27;333531;5743;94121664
09.07.2021 16:03;333547;5498;94093210
10.07.2021 10:36;333737;8091;93813937
10.07.2021 12:11;334374;10257;94103240
11.07.2021 5:14;334603;8104;94119922
09.07.2021 14:58;334660;9268;94082783
11.07.2021 13:16;334685;10846;93971796
09.07.2021 15:52;334945;4801;94089492
09.07.2021 13:58;335140;4216;94085608
10.07.2021 12:09;335581;4867;93967988
10.07.2021 9:30;336075;5307;94101208
11.07.2021 9:16;337398;7923;94121870
11.07.2021 8:54;337500;4791;94116792
11.07.2021 9:27;338522;3969;94095219
11.07.2021 18:22;338754;2155;94126493
09.07.2021 19:46;339383;4939;94052223
11.07.2021 11:46;341005;5629;94073379
11.07.2021 7:17;341664;10742;94109227
10.07.2021 16:37;343277;5992;94113448
09.07.2021 17:02;343421;5176;94091718
11.07.2021 13:55;343451;5015;94121369
11.07.2021 10:33;343571;3034;94109238
11.07.2021 3:34;344273;3441;94122048
11.07.2021 15:15;344338;4193;94099586
11.07.2021 12:26;344389;7577;94123241
10.07.2021 17:46;344629;18835;94113228
09.07.2021 18:02;344632;3018;94096091
10.07.2021 10:34;347458;6498;93978024
11.07.2021 13:34;347996;6182;93877549
10.07.2021 8:09;348096;5536;93923199
10.07.2021 17:30;348125;3273;94106829
09.07.2021 15:54;348401;3363;94085736
11.07.2021 5:36;349660;6316;93995092
10.07.2021 13:39;349922;5192;94067178
11.07.2021 7:12;350224;12769;94110913
10.07.2021 17:21;350322;6629;94111248
10.07.2021 12:35;350658;5813;94066383
11.07.2021 14:52;350870;8810;94122557
10.07.2021 12:27;351313;11501;93144114
11.07.2021 15:48;351948;17055;94098153
10.07.2021 9:50;352498;6432;93700053
10.07.2021 13:45;352559;3274;94018980
11.07.2021 16:37;353036;2788;94124266
10.07.2021 16:50;353362;11109;94066078
10.07.2021 7:39;353476;7378;93949825
11.07.2021 20:29;353814;4106;94123394
09.07.2021 19:57;354412;3201;94080762
09.07.2021 19:36;354414;9969;94094311
11.07.2021 16:33;355287;3248;94111611
11.07.2021 11:59;356688;5533;94102676
11.07.2021 7:57;357228;14234;93966903
11.07.2021 20:08;357269;4364;94130807
11.07.2021 12:14;358936;13963;94073882
10.07.2021 8:05;358951;1846;94089876
11.07.2021 7:57;359353;4964;94117479
10.07.2021 13:00;359382;5430;94102100
10.07.2021 11:14;359829;3435;94068691
11.07.2021 11:39;360540;4538;94098961
10.07.2021 15:58;361125;2810;94112332
10.07.2021 6:33;361451;4017;94102090
10.07.2021 10:04;361782;5003;94096610
10.07.2021 10:21;361986;4534;94102639
09.07.2021 14:52;362686;6837;94091627
09.07.2021 21:44;363245;4259;94095646
11.07.2021 16:37;363424;4836;94127706
10.07.2021 8:03;363441;3560;94087134
09.07.2021 12:08;364065;2303;93918452
09.07.2021 20:03;364608;5864;94094809
11.07.2021 8:47;364902;3262;94111904
09.07.2021 10:52;365006;3057;94089371
10.07.2021 10:37;365177;3392;94090192
11.07.2021 10:27;365180;2012;94114871
10.07.2021 7:58;365440;4651;94097003
10.07.2021 9:36;365811;6825;94103656
09.07.2021 11:35;366513;7205;94092143
11.07.2021 17:00;366690;7505;94130904
10.07.2021 4:37;366991;4493;93996601
11.07.2021 13:43;367534;9399;93888620
10.07.2021 20:39;367849;3848;94111485
09.07.2021 20:06;368002;5733;94079168
10.07.2021 14:35;368330;4295;94109468
11.07.2021 15:19;368461;3224;94114139
10.07.2021 14:16;368484;5808;94109480
11.07.2021 9:36;368769;4842;94116595
11.07.2021 20:39;369013;6444;94130443
10.07.2021 10:38;370198;3989;94101812
11.07.2021 20:22;371604;5169;94121239
09.07.2021 13:42;371702;2934;94092548
10.07.2021 15:16;371961;10532;94101816
10.07.2021 20:02;372154;4188;94025040
10.07.2021 11:10;373268;4682;93980493
10.07.2021 7:42;374191;9261;94093781
10.07.2021 12:24;374669;10590;94107463
10.07.2021 8:17;374837;5910;93937515
10.07.2021 15:34;375179;4898;94110852
11.07.2021 15:59;375260;5057;93998855
10.07.2021 12:48;375477;5225;94057605
11.07.2021 16:32;375762;5006;93785305
10.07.2021 15:03;376013;4353;94113587
10.07.2021 16:13;376034;2420;93668379
10.07.2021 17:29;377791;2640;93987640
11.07.2021 7:51;377844;4758;94051402
11.07.2021 13:43;379396;4628;94125917
11.07.2021 16:39;379943;6640;93786373
10.07.2021 10:24;379973;12956;94086809
10.07.2021 13:56;381313;2364;94098861
11.07.2021 9:44;381358;5626;94096581
09.07.2021 17:33;382159;5789;94091129
10.07.2021 7:18;382751;2617;93936244
11.07.2021 15:52;382965;5080;94111313
11.07.2021 18:09;383341;5202;94121595
11.07.2021 18:27;383800;5584;94121666
10.07.2021 6:31;384419;3911;94104718
10.07.2021 17:35;384993;1362;94096126
11.07.2021 6:34;385496;5755;93756439
10.07.2021 18:18;386203;1989;93891354
10.07.2021 10:10;386704;5046;94102828
10.07.2021 6:50;387390;8401;94082228
10.07.2021 15:24;387712;8030;94099105
10.07.2021 11:16;390166;5190;94105981
11.07.2021 17:51;391095;8904;94102648
11.07.2021 18:38;391391;4552;94131015
11.07.2021 9:14;392224;4809;94110398
10.07.2021 14:36;392547;4640;94109057
09.07.2021 9:33;393406;8590;94085490
11.07.2021 9:12;393446;8921;94014380
11.07.2021 9:59;393596;10673;94118393
11.07.2021 20:41;393731;3074;94128999
11.07.2021 8:29;394416;8745;94113131
10.07.2021 5:39;394995;7317;94089644
11.07.2021 7:34;395568;7114;94019636
11.07.2021 12:15;396965;4515;94108313
11.07.2021 9:15;397483;4501;94115515
11.07.2021 13:36;397837;6951;94122256
10.07.2021 18:08;398523;5553;94108265
11.07.2021 14:36;399563;2334;94129057
09.07.2021 12:13;399894;3274;94089750
11.07.2021 15:11;400105;3870;94129219
10.07.2021 10:09;400343;4810;94106906
11.07.2021 9:48;400692;7038;94111139
09.07.2021 15:49;400941;4747;94092321
10.07.2021 11:56;401979;4422;94090211
10.07.2021 10:18;402078;5398;94012088
10.07.2021 1:50;402114;9039;93858637
10.07.2021 8:56;402906;6385;94055764
11.07.2021 5:08;403790;8534;94120156
11.07.2021 5:36;403795;3478;94108207
10.07.2021 6:54;404040;2047;93960125
10.07.2021 8:54;404052;3057;94092897
11.07.2021 7:44;404209;5066;94116729
11.07.2021 18:45;404265;3601;94100791
10.07.2021 14:06;404776;3907;94097693
11.07.2021 6:11;404849;1936;94115559
11.07.2021 5:34;404906;5713;94120954
10.07.2021 9:10;404911;1264;94098260
09.07.2021 18:18;405354;1580;94095142
10.07.2021 7:54;405772;2027;94097089
09.07.2021 17:11;406085;3916;94096421
09.07.2021 14:51;406096;5453;94086355
10.07.2021 11:37;406750;2477;94047604
11.07.2021 7:45;406912;8784;94108296
11.07.2021 3:31;406961;4752;94121255
11.07.2021 10:05;407151;3786;94123897
11.07.2021 11:43;407190;2028;93950807
10.07.2021 6:23;407565;5796;93929544
10.07.2021 12:55;408570;1196;93931252
11.07.2021 19:13;408683;2310;94128450
11.07.2021 13:53;409150;5047;94079386
10.07.2021 11:16;409661;6517;94106642
10.07.2021 7:13;409864;6996;94095943
10.07.2021 6:02;409903;4150;94094028
09.07.2021 19:51;410581;8003;94065905
10.07.2021 16:51;411306;2059;94109651
10.07.2021 16:52;413461;1536;94094438
10.07.2021 17:50;414546;3314;94112020
11.07.2021 5:30;415841;4221;94112200
09.07.2021 20:24;416570;14697;94093586
11.07.2021 11:42;416641;4248;94123566
10.07.2021 7:36;417043;5059;94086808
09.07.2021 18:19;417269;1270;93867387
10.07.2021 11:58;418689;4823;94106468
09.07.2021 22:22;418818;1968;94089414
11.07.2021 6:18;419162;6581;94071440
10.07.2021 7:12;419382;4572;94096888
10.07.2021 6:33;419414;3583;94030866
11.07.2021 4:31;419543;5807;94118158
10.07.2021 15:54;420218;3979;94112223
10.07.2021 12:45;420486;3045;94032702
10.07.2021 5:48;420507;7223;94093085
10.07.2021 6:55;420558;4572;94101988
11.07.2021 4:15;420714;3581;94118518
10.07.2021 6:27;420930;3604;94100161
10.07.2021 14:12;424105;5684;94097450
11.07.2021 10:13;424404;3530;94118379
09.07.2021 17:50;424583;4957;94079808
10.07.2021 8:56;426012;6185;94103082
11.07.2021 16:16;426688;3846;94069090
11.07.2021 9:56;426936;4441;94122686
11.07.2021 18:15;426990;10842;93944814
11.07.2021 4:14;430137;5127;94118963
10.07.2021 4:59;430508;3042;94064096
11.07.2021 12:29;430896;5087;94124352
10.07.2021 20:10;431561;4944;93775590
10.07.2021 6:52;431824;1557;93830484
10.07.2021 15:47;432010;5028;94091910
09.07.2021 16:55;432010;13621;94084951
10.07.2021 17:36;432131;4785;94106993
11.07.2021 9:32;433474;2799;94106465
09.07.2021 15:54;433474;3213;94005201
10.07.2021 13:17;433856;6395;94103812
10.07.2021 17:46;433860;4786;94109599
10.07.2021 10:58;435879;9692;94090542
10.07.2021 13:40;436166;3580;94108513
11.07.2021 16:30;436246;4874;94126224
10.07.2021 9:18;436469;3170;94044355
11.07.2021 17:16;436661;4010;94105018
10.07.2021 14:45;437229;1592;94109229
09.07.2021 10:57;437903;3513;93981478
11.07.2021 18:59;438882;4536;94130517
11.07.2021 18:53;439051;4056;94125552
11.07.2021 6:12;439506;7711;93863662
09.07.2021 10:15;442984;2208;94091108
11.07.2021 11:32;444413;7881;93615371
10.07.2021 10:46;444635;12245;93988192
11.07.2021 17:01;444771;4943;94107344
11.07.2021 9:46;444941;6488;94081358
11.07.2021 11:20;446100;2745;94121460
09.07.2021 15:42;446383;6620;94090593
11.07.2021 13:09;446961;3722;94114808
11.07.2021 9:58;447203;7233;93711021
10.07.2021 11:19;447954;5830;94045997
11.07.2021 14:32;447979;5576;94113546
10.07.2021 16:00;448096;5575;93864054
09.07.2021 19:54;448254;6166;94094481
09.07.2021 20:58;449174;2870;94094242
10.07.2021 15:00;449174;4456;94109866
11.07.2021 7:31;449708;6523;94105166
11.07.2021 5:47;449954;11287;94118354
10.07.2021 17:36;450014;3269;94113195
10.07.2021 12:22;451070;4084;94104286
11.07.2021 4:38;451115;2201;94105054
09.07.2021 18:17;451371;4883;94096290
10.07.2021 7:11;451905;6947;94094160
11.07.2021 8:42;451984;5295;94120541
10.07.2021 12:45;452072;3281;93809819
10.07.2021 6:55;453574;7109;94092874
10.07.2021 4:15;453645;3652;94078800
11.07.2021 13:20;453740;3187;93974819
11.07.2021 11:40;453890;6727;94124357
10.07.2021 6:55;455043;3139;94104224
10.07.2021 15:33;455185;2769;94111961
10.07.2021 11:52;456060;3542;94107117
11.07.2021 19:33;456167;4194;94124360
11.07.2021 18:48;456619;6201;94110154
09.07.2021 16:21;456620;5216;94086568
10.07.2021 6:06;456747;5432;94091555
10.07.2021 5:54;456775;4216;94098082
10.07.2021 19:39;456933;5121;94112072
11.07.2021 15:55;457502;2756;94129584
10.07.2021 8:34;457576;3251;94101559
09.07.2021 19:48;458391;3583;94096962
10.07.2021 11:59;458898;1348;94110269
10.07.2021 11:56;458898;3535;93897607
11.07.2021 13:25;458926;5724;93827436
10.07.2021 11:28;459015;3193;94015995
11.07.2021 8:12;459080;4194;94118979
11.07.2021 8:12;459374;6664;94109995
09.07.2021 17:01;459574;6306;93986751
11.07.2021 11:28;459626;1869;94104354
11.07.2021 11:29;459626;2328;94104159
11.07.2021 16:37;459626;2551;94104715
10.07.2021 17:48;459626;3587;94103908
10.07.2021 11:42;459626;4196;93948466
11.07.2021 17:43;460005;9717;94118931
11.07.2021 10:56;460070;4701;94069162
10.07.2021 13:47;460122;4460;94104684
11.07.2021 16:10;460974;1688;94123759
10.07.2021 19:26;460974;8713;94097987
11.07.2021 15:34;460994;6872;94124339
10.07.2021 16:56;463390;5737;94112296
11.07.2021 7:17;463896;4548;94086174
10.07.2021 9:28;464470;4273;94095573
10.07.2021 8:25;467075;7058;93584858
09.07.2021 23:41;467200;3151;94053819
10.07.2021 9:36;467728;5160;94104679
10.07.2021 11:06;468487;5391;94103524
10.07.2021 10:47;468791;10280;93829324
10.07.2021 19:04;469076;5577;94115841
10.07.2021 5:11;469308;2248;94099910
09.07.2021 19:02;469697;4822;94096167
11.07.2021 17:39;470069;7965;93905339
10.07.2021 8:15;470540;3452;94017468
10.07.2021 8:34;471260;3839;94095181
09.07.2021 16:22;471468;2543;93864685
11.07.2021 6:41;471603;5139;94084042
11.07.2021 5:55;472150;3341;94116433
11.07.2021 10:02;472185;4759;94084995
11.07.2021 10:32;472265;6302;94112677
11.07.2021 9:53;472381;3482;94114135
10.07.2021 11:49;472699;5520;94103984
10.07.2021 11:03;473244;5941;94098819
09.07.2021 21:05;474318;7178;94094798
09.07.2021 21:23;474465;5625;93290663
10.07.2021 15:07;476183;3562;94050672
09.07.2021 9:08;476207;3870;94087802
09.07.2021 15:00;476554;3192;94092823
11.07.2021 9:45;477527;5781;94113813
10.07.2021 7:03;478125;2590;94092734
10.07.2021 12:24;478236;5353;94107478
10.07.2021 15:42;478517;10667;93977564
